species,locus,accession,seq_len,sci_name,ncbi_name,ncbi_taxid,outgroup_status
Lepisorus_boninensis,atpB,GQ256093,578,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,in
Lepisorus_boninensis,rbcL,GQ256262,1267,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,in
Lepisorus_boninensis,rps4,GQ256335,568,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,in
Lepisorus_boninensis,rps4-trnS,GQ256335,661,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,in
Lepisorus_boninensis,trnL-trnF,GQ256180,825,Lepisorus boninensis Ching,Lepisorus boninensis (H.Christ) Ching,699667,in
Lepisorus_buergerianus,plastome,MN623364,66979,"Lepisorus buergerianus (Miq.) C. F. Zhao, R. Wei & X. C. Zhang",Lepisorus hederaceus (Christ) R.Wei & X.C.Zhang,2746214,in
Lepisorus_carnosus,plastome,MT130559,66977,"Lepisorus carnosus (J. Sm.) C. F. Zhao, R. Wei & X. C. Zhang",Lemmaphyllum carnosum (J.Sm. ex Hook.) C.Presl,187364,in
Lepisorus_cespitosus,atpB,LC524158,572,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,in
Lepisorus_cespitosus,rbcL,LC524157,1267,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,in
Lepisorus_cespitosus,rps4,LC524159,568,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,in
Lepisorus_cespitosus,rps4-trnS,LC524159,627,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,in
Lepisorus_cespitosus,trnL-trnF,LC524160,795,Lepisorus cespitosus Y. X. Lin,Lepisorus cespitosus Y.X.Lin,2715880,in
Lepisorus_clathratus,plastome,KY419704,67166,Lepisorus clathratus (C. B. Clarke) Ching,Lepisorus clathratus (Clarke) Ching,253749,in
Lepisorus_confluens,plastome,MT130651,67178,Lepisorus confluens W. M. Chu,Lepisorus confluens W.M.Chu,699668,in
Lepisorus_contortus,atpB,GQ256148,578,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,in
Lepisorus_contortus,rbcL,GQ256308,1267,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,in
Lepisorus_contortus,rps4,GQ256384,568,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,in
Lepisorus_contortus,rps4-trnS,GQ256384,650,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,in
Lepisorus_contortus,trnL-trnF,GQ256235,819,Lepisorus contortus (Christ) Ching,Lepisorus contortus (H. Christ) Ching,699669,in
Lepisorus_crassipes,atpB,GQ256105,578,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,in
Lepisorus_crassipes,rbcL,GQ256271,1267,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,in
Lepisorus_crassipes,rps4,GQ256345,568,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,in
Lepisorus_crassipes,rps4-trnS,GQ256345,656,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,in
Lepisorus_crassipes,trnL-trnF,GQ256192,818,Lepisorus crassipes Ching & Y. X. Lin,Lepisorus hsiaowutaiensis Ching & S.K.Wu,699673,in
Lepisorus_distans,atpB,GQ256152,578,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,in
Lepisorus_distans,rbcL,GQ256312,1267,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,in
Lepisorus_distans,rps4,GQ256388,568,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,in
Lepisorus_distans,rps4-trnS,GQ256388,638,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,in
Lepisorus_distans,trnL-trnF,GQ256239,825,Lepisorus distans (Makino) Ching,Lepisorus ussuriensis var. distans (Makino) Tagawa,699701,in
Lepisorus_diversus,plastome,MT968973,66992,Lepisorus diversus (Rosenst.) comb. ined.,Lemmaphyllum intermedium (Ching) Li Wang,690450,in
Lepisorus_drymoglossoides,atpB,KX891385,578,Lepisorus drymoglossoides (Baker) comb. ined.,Lemmaphyllum carnosum var. drymoglossoides (Baker) X.P.Wei,699658,in
Lepisorus_drymoglossoides,rbcL,KX891372,1178,Lepisorus drymoglossoides (Baker) comb. ined.,Lemmaphyllum carnosum var. drymoglossoides (Baker) X.P.Wei,699658,in
Lepisorus_drymoglossoides,trnL-trnF,KX891357,209,Lepisorus drymoglossoides (Baker) comb. ined.,Lemmaphyllum carnosum var. drymoglossoides (Baker) X.P.Wei,699658,in
Lepisorus_elegans,atpB,GQ256100,578,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,in
Lepisorus_elegans,rbcL,GQ256268,1267,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,in
Lepisorus_elegans,rps4,GQ256342,568,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,in
Lepisorus_elegans,rps4-trnS,GQ256342,662,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,in
Lepisorus_elegans,trnL-trnF,GQ256187,819,Lepisorus elegans Ching & W. M. Chu,Lepisorus elegans Ching ex W.M.Chu,699670,in
Lepisorus_ensatus,atpA,MH113549,985,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,in
Lepisorus_ensatus,atpB,MH113583,698,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,in
Lepisorus_ensatus,matK,MH113616,830,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,in
Lepisorus_ensatus,rbcL,MH051184,995,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,in
Lepisorus_ensatus,rps4,MH113483,542,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,in
Lepisorus_ensatus,rps4-trnS,MH113483,646,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,in
Lepisorus_ensatus,trnL-trnF,MH113516,507,"Lepisorus ensatus (Thunb.) C. F. Zhao, R. Wei & X. C. Zhang",Neolepisorus ensatus (Thunb.) Ching,194893,in
Lepisorus_excavatus,atpB,GQ256091,578,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,in
Lepisorus_excavatus,rbcL,GQ256260,1267,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,in
Lepisorus_excavatus,rps4,GQ256333,568,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,in
Lepisorus_excavatus,rps4-trnS,GQ256333,655,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,in
Lepisorus_excavatus,trnL-trnF,GQ256178,821,Lepisorus excavatus (Bory ex Willd.) Ching,Lepisorus bampsii (Pic.Serm.) M.J.Zink,699665,in
Lepisorus_fortunei,plastome,MT373087,66403,Lepisorus fortunei (T. Moore) C. M. Kuo,Neolepisorus fortunei (T.Moore) Li Wang,253763,in
Lepisorus_hachijoensis,atpB,GQ256103,578,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,in
Lepisorus_hachijoensis,rbcL,GQ256269,1267,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,in
Lepisorus_hachijoensis,rps4,GQ256343,568,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,in
Lepisorus_hachijoensis,rps4-trnS,GQ256343,664,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,in
Lepisorus_hachijoensis,trnL-trnF,GQ256190,826,Lepisorus hachijoensis Sa. Kurata,Lepisorus hachijoensis Sa.Kurata,699671,in
Lepisorus_henryi,atpB,GQ256080,578,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,in
Lepisorus_henryi,rbcL,GQ256253,1267,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,in
Lepisorus_henryi,rps4,GQ256325,568,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,in
Lepisorus_henryi,rps4-trnS,GQ256325,647,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,in
Lepisorus_henryi,trnL-trnF,GQ256167,821,Lepisorus henryi (Hieron. ex C. Chr.) Li Wang,Lepisorus henryi (Hieron. ex C.Chr.) Li Wang,699657,in
Lepisorus_heterolepis,atpB,GQ256104,578,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,in
Lepisorus_heterolepis,rbcL,GQ256270,1267,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,in
Lepisorus_heterolepis,rps4,GQ256344,568,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,in
Lepisorus_heterolepis,rps4-trnS,GQ256344,647,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,in
Lepisorus_heterolepis,trnL-trnF,GQ256191,819,Lepisorus heterolepis (Rosenst.) Ching,Lepisorus heterolepis (Rosenst.) Ching,699672,in
Lepisorus_jakonensis,plastome,MW876326,67122,Lepisorus jakonensis (Blanf.) Fraser-Jenk. & J. Krieg.,Lepisorus jakonensis (Blanf.) Ching,2304231,in
Lepisorus_kawakamii,atpB,GQ256106,578,Lepisorus kawakamii (Hayata) Tagawa,Lepisorus kawakamii (Hayata) Tagawa,504308,in
Lepisorus_kawakamii,rbcL,EU482940,1344,Lepisorus kawakamii (Hayata) Tagawa,Lepisorus kawakamii (Hayata) Tagawa,504308,in
Lepisorus_kawakamii,trnL-trnF,GQ256193,822,Lepisorus kawakamii (Hayata) Tagawa,Lepisorus kawakamii (Hayata) Tagawa,504308,in
Lepisorus_kuchenensis,atpB,GQ256107,578,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,in
Lepisorus_kuchenensis,rbcL,GQ256272,1267,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,in
Lepisorus_kuchenensis,rps4,GQ256346,568,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,in
Lepisorus_kuchenensis,rps4-trnS,GQ256346,656,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,in
Lepisorus_kuchenensis,trnL-trnF,GQ256194,823,Lepisorus kuchenensis (Y. C. Wu) Ching,Lepisorus kuchenensis (Y.C.Wu) Ching,699674,in
Lepisorus_kuratae,rbcL,LC331937,1134,Lepisorus kuratae T. Fujiw. & Seriz.,Lepisorus kuratae T.Fujiw. & Seriz.,2050568,in
Lepisorus_kuratae,rps4,LC332106,542,Lepisorus kuratae T. Fujiw. & Seriz.,Lepisorus kuratae T.Fujiw. & Seriz.,2050568,in
Lepisorus_kuratae,rps4-trnS,LC332106,613,Lepisorus kuratae T. Fujiw. & Seriz.,Lepisorus kuratae T.Fujiw. & Seriz.,2050568,in
Lepisorus_lewisii,atpB,GQ256108,578,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,in
Lepisorus_lewisii,matK,MF446985,808,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,in
Lepisorus_lewisii,rbcL,GQ256273,1267,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,in
Lepisorus_lewisii,rps4,GQ256347,568,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,in
Lepisorus_lewisii,rps4-trnS,GQ256347,647,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,in
Lepisorus_lewisii,trnL-trnF,GQ256195,819,Lepisorus lewisii (Baker) Ching,Lepisorus lewisii (Baker) Ching,699675,in
Lepisorus_likiangensis,atpB,GQ256099,578,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,in
Lepisorus_likiangensis,rbcL,GQ256267,1267,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,in
Lepisorus_likiangensis,rps4,GQ256341,568,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,in
Lepisorus_likiangensis,rps4-trnS,GQ256341,656,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,in
Lepisorus_likiangensis,trnL-trnF,GQ256186,824,Lepisorus likiangensis Ching & S. K. Wu,Lepisorus likiangensis Ching & S.K.Wu,699676,in
Lepisorus_lineariformis,atpB,GQ256112,578,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,in
Lepisorus_lineariformis,rbcL,GQ256277,1267,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,in
Lepisorus_lineariformis,rps4,GQ256351,568,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,in
Lepisorus_lineariformis,rps4-trnS,GQ256351,656,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,in
Lepisorus_lineariformis,trnL-trnF,GQ256199,819,Lepisorus lineariformis Ching & S. K. Wu,Lepisorus lineariformis Ching & S.K.Wu,699677,in
Lepisorus_longifolius,plastome,MW876327,67081,Lepisorus longifolius (Blume) Holttum,Lepisorus longifolius (Blume) Holttum,392241,in
Lepisorus_loriformis,atpB,GQ256153,578,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,in
Lepisorus_loriformis,rbcL,GQ256313,1267,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,in
Lepisorus_loriformis,rps4,GQ256389,568,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,in
Lepisorus_loriformis,rps4-trnS,GQ256389,673,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,in
Lepisorus_loriformis,trnL-trnF,GQ256240,822,Lepisorus loriformis (Wall. ex Mett.) Ching,Lepisorus xiphiopteris (Baker) W.M.Chu ex Y.X.Lin,699702,in
Lepisorus_luchunensis,atpB,HQ712007,548,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,in
Lepisorus_luchunensis,rbcL,HQ712000,1251,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,in
Lepisorus_luchunensis,rps4,HQ712008,548,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,in
Lepisorus_luchunensis,rps4-trnS,HQ712008,622,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,in
Lepisorus_luchunensis,trnL-trnF,HQ712019,795,Lepisorus luchunensis Y. X. Lin,Lepisorus luchunensis Y.X.Lin,1124639,in
Lepisorus_macrosphaerus,atpB,GQ256116,578,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,in
Lepisorus_macrosphaerus,rbcL,GQ256280,1267,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,in
Lepisorus_macrosphaerus,rps4,GQ256354,568,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,in
Lepisorus_macrosphaerus,rps4-trnS,GQ256354,656,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,in
Lepisorus_macrosphaerus,trnL-trnF,GQ256203,822,Lepisorus macrosphaerus (Baker) Ching,Lepisorus macrosphaerus (Baker) Ching,504309,in
Lepisorus_maculosus,atpB,GQ256165,578,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,in
Lepisorus_maculosus,rbcL,GQ256323,1267,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,in
Lepisorus_maculosus,rps4,GQ256401,568,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,in
Lepisorus_maculosus,rps4-trnS,GQ256401,655,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,in
Lepisorus_maculosus,trnL-trnF,GQ256251,815,"Lepisorus maculosus (Christ) C. F. Zhao, R. Wei & X. C. Zhang",Polypodium maculosum Christ,504323,in
Lepisorus_marginatus,atpB,GQ256117,578,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,in
Lepisorus_marginatus,rbcL,GQ256281,1267,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,in
Lepisorus_marginatus,rps4,GQ256355,568,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,in
Lepisorus_marginatus,rps4-trnS,GQ256355,656,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,in
Lepisorus_marginatus,trnL-trnF,GQ256204,818,Lepisorus marginatus Ching,Lepisorus marginatus Ching,699679,in
Lepisorus_medogensis,atpB,GQ256118,578,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,in
Lepisorus_medogensis,rbcL,GQ256282,1267,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,in
Lepisorus_medogensis,rps4,GQ256356,568,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,in
Lepisorus_medogensis,rps4-trnS,GQ256356,648,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,in
Lepisorus_medogensis,trnL-trnF,GQ256205,822,Lepisorus medogensis Ching & Y. X. Lin,Lepisorus medogensis Ching & Y.X.Ling,699680,in
Lepisorus_megasorus,rbcL,DQ642158,1193,Lepisorus megasorus (C. Chr.) Ching,Lepisorus megasorus (C.Chr.) Ching,392242,in
Lepisorus_megasorus,rps4,DQ642196,574,Lepisorus megasorus (C. Chr.) Ching,Lepisorus megasorus (C.Chr.) Ching,392242,in
Lepisorus_megasorus,rps4-trnS,DQ642196,640,Lepisorus megasorus (C. Chr.) Ching,Lepisorus megasorus (C.Chr.) Ching,392242,in
Lepisorus_megasorus,trnL-trnF,DQ642240,293,Lepisorus megasorus (C. Chr.) Ching,Lepisorus megasorus (C.Chr.) Ching,392242,in
Lepisorus_microphyllus,plastome,MN623356,67039,Lepisorus microphyllus (C. Presl) comb. ined.,Lemmaphyllum carnosum var. microphyllum (C.Presl) X.P.Wei,449854,in
Lepisorus_mikawanus,rbcL,LC331943,1134,Lepisorus mikawanus Kurata,Lepisorus mikawanus Sa.Kurata,2050569,in
Lepisorus_mikawanus,rps4,LC332112,542,Lepisorus mikawanus Kurata,Lepisorus mikawanus Sa.Kurata,2050569,in
Lepisorus_mikawanus,rps4-trnS,LC332112,614,Lepisorus mikawanus Kurata,Lepisorus mikawanus Sa.Kurata,2050569,in
Lepisorus_miyoshianus,plastome,MW876328,66945,Lepisorus miyoshianus (Makino) Fraser-Jenk. & Subh. Chandra,Lepisorus miyoshianus (Makino) Fraser-Jenk. & Subh.Chandra,253744,in
Lepisorus_monilisorus,atpB,GQ256120,578,Lepisorus monilisorus (Hayata) Tagawa,Lepisorus monilisorus (Hayata) Tagawa,504310,in
Lepisorus_monilisorus,rbcL,GQ256283,1267,Lepisorus monilisorus (Hayata) Tagawa,Lepisorus monilisorus (Hayata) Tagawa,504310,in
Lepisorus_monilisorus,rps4,GQ256357,568,Lepisorus monilisorus (Hayata) Tagawa,Lepisorus monilisorus (Hayata) Tagawa,504310,in
Lepisorus_monilisorus,rps4-trnS,GQ256357,667,Lepisorus monilisorus (Hayata) Tagawa,Lepisorus monilisorus (Hayata) Tagawa,504310,in
Lepisorus_monilisorus,trnL-trnF,GQ256207,828,Lepisorus monilisorus (Hayata) Tagawa,Lepisorus monilisorus (Hayata) Tagawa,504310,in
Lepisorus_morrisonensis,atpB,GQ256122,578,Lepisorus morrisonensis (Hayata) H. Itô,Lepisorus morrisonensis (Hayata) H.Ito,699681,in
Lepisorus_morrisonensis,rbcL,GQ256285,1267,Lepisorus morrisonensis (Hayata) H. Itô,Lepisorus morrisonensis (Hayata) H.Ito,699681,in
Lepisorus_morrisonensis,rps4,GQ256359,568,Lepisorus morrisonensis (Hayata) H. Itô,Lepisorus morrisonensis (Hayata) H.Ito,699681,in
Lepisorus_morrisonensis,rps4-trnS,GQ256359,655,Lepisorus morrisonensis (Hayata) H. Itô,Lepisorus morrisonensis (Hayata) H.Ito,699681,in
Lepisorus_morrisonensis,trnL-trnF,GQ256209,821,Lepisorus morrisonensis (Hayata) H. Itô,Lepisorus morrisonensis (Hayata) H.Ito,699681,in
Lepisorus_mucronatus,atpB,MT169854,577,Lepisorus mucronatus (Fée) Li Wang,Lepisorus mucronatus (Fee) Li Wang,253738,in
Lepisorus_mucronatus,matK,MT169790,1239,Lepisorus mucronatus (Fée) Li Wang,Lepisorus mucronatus (Fee) Li Wang,253738,in
Lepisorus_mucronatus,rbcL,MT169814,1324,Lepisorus mucronatus (Fée) Li Wang,Lepisorus mucronatus (Fee) Li Wang,253738,in
Lepisorus_mucronatus,rps4,MT169884,574,Lepisorus mucronatus (Fée) Li Wang,Lepisorus mucronatus (Fee) Li Wang,253738,in
Lepisorus_mucronatus,rps4-trnS,MT169884,616,Lepisorus mucronatus (Fée) Li Wang,Lepisorus mucronatus (Fee) Li Wang,253738,in
Lepisorus_mucronatus,trnL-trnF,MT169922,850,Lepisorus mucronatus (Fée) Li Wang,Lepisorus mucronatus (Fee) Li Wang,253738,in
Lepisorus_nigripes,rbcL,LC331927,1134,Lepisorus nigripes T. Fujiw. & Seriz.,Lepisorus nigripes T.Fujiw. & Seriz.,2050567,in
Lepisorus_nigripes,rps4,LC332095,542,Lepisorus nigripes T. Fujiw. & Seriz.,Lepisorus nigripes T.Fujiw. & Seriz.,2050567,in
Lepisorus_nigripes,rps4-trnS,LC332095,613,Lepisorus nigripes T. Fujiw. & Seriz.,Lepisorus nigripes T.Fujiw. & Seriz.,2050567,in
Lepisorus_normalis,atpB,MT169864,577,"Lepisorus normalis (D. Don) C. F. Zhao, R. Wei & X. C. Zhang",Tricholepidium lanceolatum Ching & S.K.Wu,2723941,in
Lepisorus_normalis,matK,MT169800,1239,"Lepisorus normalis (D. Don) C. F. Zhao, R. Wei & X. C. Zhang",Tricholepidium lanceolatum Ching & S.K.Wu,2723941,in
Lepisorus_normalis,rbcL,MT169824,1324,"Lepisorus normalis (D. Don) C. F. Zhao, R. Wei & X. C. Zhang",Tricholepidium lanceolatum Ching & S.K.Wu,2723941,in
Lepisorus_normalis,rps4,MT169894,574,"Lepisorus normalis (D. Don) C. F. Zhao, R. Wei & X. C. Zhang",Tricholepidium lanceolatum Ching & S.K.Wu,2723941,in
Lepisorus_normalis,rps4-trnS,MT169894,623,"Lepisorus normalis (D. Don) C. F. Zhao, R. Wei & X. C. Zhang",Tricholepidium lanceolatum Ching & S.K.Wu,2723941,in
Lepisorus_normalis,trnL-trnF,MT169932,846,"Lepisorus normalis (D. Don) C. F. Zhao, R. Wei & X. C. Zhang",Tricholepidium lanceolatum Ching & S.K.Wu,2723941,in
Lepisorus_nudus,atpB,MT169858,577,Lepisorus nudus (Hook.) Ching,Lepisorus nudus (Hook.) Ching,253846,in
Lepisorus_nudus,matK,MT169794,1239,Lepisorus nudus (Hook.) Ching,Lepisorus nudus (Hook.) Ching,253846,in
Lepisorus_nudus,rbcL,MT169818,1324,Lepisorus nudus (Hook.) Ching,Lepisorus nudus (Hook.) Ching,253846,in
Lepisorus_nudus,rps4,MT169888,574,Lepisorus nudus (Hook.) Ching,Lepisorus nudus (Hook.) Ching,253846,in
Lepisorus_nudus,rps4-trnS,MT169888,616,Lepisorus nudus (Hook.) Ching,Lepisorus nudus (Hook.) Ching,253846,in
Lepisorus_nudus,trnL-trnF,MT169926,852,Lepisorus nudus (Hook.) Ching,Lepisorus nudus (Hook.) Ching,253846,in
Lepisorus_obscurevenulosus,atpB,GQ256123,578,Lepisorus obscurevenulosus (Hayata) Ching,Lepisorus obscurevenolusus,699682,in
Lepisorus_obscurevenulosus,rbcL,GQ256286,1267,Lepisorus obscurevenulosus (Hayata) Ching,Lepisorus obscurevenolusus,699682,in
Lepisorus_obscurevenulosus,rps4,GQ256360,568,Lepisorus obscurevenulosus (Hayata) Ching,Lepisorus obscurevenolusus,699682,in
Lepisorus_obscurevenulosus,rps4-trnS,GQ256360,652,Lepisorus obscurevenulosus (Hayata) Ching,Lepisorus obscurevenolusus,699682,in
Lepisorus_obscurevenulosus,trnL-trnF,GQ256210,819,Lepisorus obscurevenulosus (Hayata) Ching,Lepisorus obscurevenolusus,699682,in
Lepisorus_oligolepidus,atpB,GQ256124,578,Lepisorus oligolepidus (Baker) Ching,Lepisorus oligolepidus (Baker) Ching,699683,in
Lepisorus_oligolepidus,matK,MF446996,806,Lepisorus oligolepidus (Baker) Ching,Lepisorus oligolepidus (Baker) Ching,699683,in
Lepisorus_oligolepidus,rbcL,GQ256287,1267,Lepisorus oligolepidus (Baker) Ching,Lepisorus oligolepidus (Baker) Ching,699683,in
Lepisorus_oligolepidus,rps4,GQ256361,568,Lepisorus oligolepidus (Baker) Ching,Lepisorus oligolepidus (Baker) Ching,699683,in
Lepisorus_oligolepidus,rps4-trnS,GQ256361,647,Lepisorus oligolepidus (Baker) Ching,Lepisorus oligolepidus (Baker) Ching,699683,in
Lepisorus_oligolepidus,trnL-trnF,GQ256211,820,Lepisorus oligolepidus (Baker) Ching,Lepisorus oligolepidus (Baker) Ching,699683,in
Lepisorus_onoei,atpB,GQ256125,578,Lepisorus onoei (Franch. & Sav.) Ching,Lepisorus onoei (Franch. & Sav.) Ching,699684,in
Lepisorus_onoei,rbcL,GQ256288,1267,Lepisorus onoei (Franch. & Sav.) Ching,Lepisorus onoei (Franch. & Sav.) Ching,699684,in
